issue_date,all,location,age_days,old,date_extract,veryold,State,id,key
"2022-06-02","!SUAW 05/562 ZLA AIRSPACE LGT OUT/NIGHT VISION GOGGLE TRAINING DESERT MOA ACT 100FT UP TO BUT NOT INCLUDING FL180 2206020300-2206020930\nCREATED: 31 May 2022 03:05:00 \nSOURCE: KDCAYXYX","KZLA",-1,0,"2022-06-01",0,"USA","!SUAW 05/562","33920#!SUAW 05/562#KZLA#2022-06-01"
"2021-10-07","!FDC 1/0030 JAX STAR JACKSONVILLE INTERNATIONAL, JACKSONVILLE, FL\nTEBOW ONE ARRIVAL...CHANGE ARR ROUTE DESCRIPTION TO READ...LDG \nRWY 8...EXP RADAR VECTORS TO FNA COURSE. LANDING RWY 32...EXP\nRADAR VECTORS TO FNA COURSE. ALL OTHER DATA REMAINS AS\nPUBLISHED. 2110071040-2310050901\nCREATED: 07 Oct 2021 10:49:00 \nSOURCE: KDZZNAXX","KJAX",237,1,"2022-06-01",0,"USA","!FDC 1/0030","5512#!FDC 1/0030#KJAX#2022-06-01"
"2022-05-31","!RKS 05/050 RKS OBST TOWER LGT (ASR 1207348) 413934.60N1085858.60W (5.4NM NE RKS) 6644.7FT (254.9FT AGL) U/S 2205311040-2206301040\nCREATED: 31 May 2022 10:39:00 \nSOURCE: RKS","KRKS",1,0,"2022-06-01",0,"USA","!RKS 05/050","7689#!RKS 05/050#KRKS#2022-06-01"
"2022-06-01","!SUAW 06/187 ZDV AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180 2206012245-2206020001\nCREATED: 01 Jun 2022 16:50:00 \nSOURCE: KDCAYXYX","KZDV",0,0,"2022-06-01",0,"USA","!SUAW 06/187","30988#!SUAW 06/187#KZDV#2022-06-01"
"2022-03-31","!FDC 2/1777 ALB IAP ALBANY INTL, ALBANY, NY.\nVOR RWY 28, ORIG-E...\nCIRCLING CAT C MDA 860/HAA 575. CHANGE NOTE TO READ: STRAIGHT-IN\nRWY 28 NA AT NIGHT, CIRCLING RWY 10, 28 NA AT NIGHT.\n2203311309-2403241309EST\nCREATED: 31 Mar 2022 13:10:00 \nSOURCE: KDZZNAXX","KALB",62,0,"2022-06-01",0,"USA","!FDC 2/1777","2402#!FDC 2/1777#KALB#2022-06-01"
"2022-02-10","!BRL 02/014 BRL RWY 12/30 BTN 500FT W RWY 18/36 AND RWY 18/36 GRADE 1.0 PCT UP SE 2202102030-PERM\nCREATED: 10 Feb 2022 20:31:00 \nSOURCE: KFODYFYX","KBRL",111,1,"2022-06-01",0,"USA","!BRL 02/014","2760#!BRL 02/014#KBRL#2022-06-01"
"2022-04-30","!FDC 2/2238 ICT IAP WICHITA DWIGHT D EISENHOWER NTL,\nWICHITA, KS.\nILS RWY 01L (SA CAT I), AMDT 3D ...\nILS RWY 01L (CAT II), AMDT 3D ...\nPROCEDURE NA EXC FOR ACFT USING APPROVED ALTERNATIVE METHODS OF\nCOMPLIANCE DUE TO 5G C-BAND INTERFERENCE PLUS SEE AIRWORTHINESS\nDIRECTIVES 2021-23-12, 2021-23-13 2204300401-2404301159EST\nCREATED: 23 Apr 2022 12:01:00 \nSOURCE: KDZZNAXX","KICT",32,0,"2022-06-01",0,"USA","!FDC 2/2238","5462#!FDC 2/2238#KICT#2022-06-01"
"2022-06-05","!INT 05/026 INT RWY 33 ALS U/S 2206051200-2207022300\nCREATED: 29 May 2022 12:00:00 \nSOURCE: AOCC","KINT",-4,0,"2022-06-01",0,"USA","!INT 05/026","5236#!INT 05/026#KINT#2022-06-01"
"2022-06-01","!HKY 06/001 HKY OBST TOWER LGT (ASR 1004700) 354553.70N0811953.30W (3.2NM ENE HKY) 1325.1FT (226.0FT AGL) U/S 2206010338-2207010338\nCREATED: 01 Jun 2022 03:37:00 \nSOURCE: HKY","KHKY",0,0,"2022-06-01",0,"USA","!HKY 06/001","4912#!HKY 06/001#KHKY#2022-06-01"
"2022-05-30","!DCA 05/591 DCA RWY 15 3000FT DIST REMAINING SIGN LGT U/S 2205302032-2207120400\nCREATED: 30 May 2022 20:31:00 \nSOURCE: DCA","KDCA",2,0,"2022-06-01",0,"USA","!DCA 05/591","14917#!DCA 05/591#KDCA#2022-06-01"
"2022-05-15","!ORD 05/856 ORD TWY A10 SAFETY AREA SOUTHEAST SIDE IRREGULAR SFC 2205151455-2206152000\nCREATED: 15 May 2022 14:58:00 \nSOURCE: KIKKYFYX","KORD",17,0,"2022-06-01",0,"USA","!ORD 05/856","7179#!ORD 05/856#KORD#2022-06-01"
"2022-05-23","!FSM 05/122 FSM TWY F SFC PAINTED HLDG PSN SIGNS REMOVED 2205232128-2206030100\nCREATED: 23 May 2022 21:27:00 \nSOURCE: FSM","KFSM",9,0,"2022-06-01",0,"USA","!FSM 05/122","14999#!FSM 05/122#KFSM#2022-06-01"
"2022-04-19","!ERI 04/184 ERI AD AP BIRD ACT MIGRATORY 2204192013-2209011900\nCREATED: 19 Apr 2022 20:12:00 \nSOURCE: KAOOYFYX","KERI",43,0,"2022-06-01",0,"USA","!ERI 04/184","4051#!ERI 04/184#KERI#2022-06-01"
"2021-10-19","!BNA 10/396 BNA OBST CRANE (ASN 2021-ASO-2781-NRA) 360759N0863956W (0.8NM NE BNA) 835FT (280FT AGL) FLAGGED AND LGTD 2110191844-2301142300\nCREATED: 19 Oct 2021 18:44:00 \nSOURCE: BNA","KBNA",225,1,"2022-06-01",0,"USA","!BNA 10/396","3007#!BNA 10/396#KBNA#2022-06-01"
"2021-11-03","!FDC 1/1915 ZAN AK..ROUTE ZAN.\nJ125 PUYVO, AK TO NENANA (ENN) VORTAC, AK NA.\nENN VORTAC. 2111031603-2311031603EST\nCREATED: 03 Nov 2021 16:03:00 \nSOURCE: KDZZNAXX","PAZA",210,1,"2022-06-01",0,"USA","!FDC 1/1915","28519#!FDC 1/1915#PAZA#2022-06-01"
"2022-01-21","!AQT 01/007 AQT RWY 05 SEQUENCED FLG LGT U/S 2201211655-2207212111EST\nCREATED: 21 Jan 2022 16:55:00 \nSOURCE: POCC","PAQT",131,1,"2022-06-01",0,"USA","!AQT 01/007","11135#!AQT 01/007#PAQT#2022-06-01"
"2022-06-02","M0113/22 NOTAMN \nQ) ZFW/QGZLC/IV/NBO/A/000/999/3359N09829W005 A) KSPS B) 2206021100 C) 2206021300\nE) BASE OPERATIONS CLSD\nCREATED: 01 Jun 2022 13:06:00 \nSOURCE: KSPS","KSPS",-1,0,"2022-06-01",0,"USA","M0113/22","15645#M0113/22#KSPS#2022-06-01"
"2022-03-30","!TLH 03/077 TLH TWY B7 LGT BTN TWY C AND RWY 09/27 U/S 2203302052-2212312359\nCREATED: 30 Mar 2022 20:51:00 \nSOURCE: TLH","KTLH",63,0,"2022-06-01",0,"USA","!TLH 03/077","15765#!TLH 03/077#KTLH#2022-06-01"
"2022-04-27","!IAH 04/309 IAH TWY NJ LOCATION MARKINGS FOR TWY NB REMOVED 2204270525-2206302359\nCREATED: 27 Apr 2022 05:25:00 \nSOURCE: IAH","KIAH",35,0,"2022-06-01",0,"USA","!IAH 04/309","5298#!IAH 04/309#KIAH#2022-06-01"
"2022-03-01","!IND 02/524 IND OBST CRANE (ASN 2021-AGL-12027-NRA) 394253N0861621W (1.0NM E IND) 821FT (50FT AGL) FLAGGED 2203011200-2307312200\nCREATED: 23 Feb 2022 17:14:00 \nSOURCE: IND","KIND",92,0,"2022-06-01",0,"USA","!IND 02/524","5410#!IND 02/524#KIND#2022-06-01"
"2022-04-06","!MSY 03/104 MSY NAV ILS RWY 02 U/S 2204061400-2209302300\nCREATED: 30 Mar 2022 14:00:00 \nSOURCE: MOCC","KMSY",56,0,"2022-06-01",0,"USA","!MSY 03/104","6477#!MSY 03/104#KMSY#2022-06-01"
"2021-03-09","!SFO 03/071 SFO OBST CRANE (ASN 2019-AWP-5465-NRA) 373704N1222300W (0.4NM W SFO) 211FT (200FT AGL) FLAGGED AND LGTD 2103091627-2206180100\nCREATED: 09 Mar 2021 16:27:00 \nSOURCE: SFO","KSFO",449,0,"2022-06-01",1,"USA","!SFO 03/071","19265#!SFO 03/071#KSFO#2022-06-01"
"2022-05-18","!BVK 05/002 BVK RWY 11 VASI U/S 2205182225-2206181500EST\nCREATED: 18 May 2022 22:23:00 \nSOURCE: SOC-ZAN","PABL",14,0,"2022-06-01",0,"USA","!BVK 05/002","11137#!BVK 05/002#PABL#2022-06-01"
"2022-06-01","!CVG 06/007 CVG RWY 18C/36C WIP SFC PAINTING 2206011943-2206012230\nCREATED: 01 Jun 2022 19:42:00 \nSOURCE: CVG","KCVG",0,0,"2022-06-01",0,"USA","!CVG 06/007","3366#!CVG 06/007#KCVG#2022-06-01"
"2022-06-03","!SUAW 06/166 ZLC AIRSPACE LGT OUT/NIGHT VISION GOGGLE TRAINING JARBIDGE SOUTH MOA ACT 10000FT UP TO BUT NOT INCLUDING FL180 2206031400-2206031900\nCREATED: 01 Jun 2022 14:05:00 \nSOURCE: KDCAYXYX","KZLC",-2,0,"2022-06-01",0,"USA","!SUAW 06/166","36333#!SUAW 06/166#KZLC#2022-06-01"
"2022-05-31","!JAN 05/054 JAN RWY 34L RTHL U/S 2205311534-2206142000EST\nCREATED: 31 May 2022 15:33:00 \nSOURCE: AOCC","KJAN",1,0,"2022-06-01",0,"USA","!JAN 05/054","5523#!JAN 05/054#KJAN#2022-06-01"
"2022-03-28","M0115/22 NOTAMN \nQ) ZLA/QMRXX/IV/NBO/A/000/999/3407N11907W005 A) KNTD B) 2203281730 C) 2206242359\nE) RWY 21 EXCESSIVE RUBBER BUILDUP ON APCH END OF RWY 21 MAY REDUCE\n BRAKING ACTION AND OBSCURE RWY SURFACE MARKINGS\nCREATED: 28 Mar 2022 17:29:00 \nSOURCE: KNTD","KNTD",65,0,"2022-06-01",0,"USA","M0115/22","6937#M0115/22#KNTD#2022-06-01"
"2022-05-31","!RDD 05/031 RDD AIRSPACE PJE WI AN AREA DEFINED AS 2NM RADIUS OF RDD048010 (10NM NE RDD) SFC-5000FT DLY 1500-2330 2205311500-2206032330\nCREATED: 27 May 2022 21:44:00 \nSOURCE: KRIUYFYX","KRDD",1,0,"2022-06-01",0,"USA","!RDD 05/031","7930#!RDD 05/031#KRDD#2022-06-01"
"2022-06-02","!SUAC 05/405 ZAB AIRSPACE LGT OUT/NIGHT VISION GOGGLE TRAINING SELLS 1 MOA ACT 10000FT UP TO BUT NOT INCLUDING FL180 2206020100-2206020700\nCREATED: 31 May 2022 01:05:00 \nSOURCE: KDCAYXYX","KZAB",-1,0,"2022-06-01",0,"USA","!SUAC 05/405","28099#!SUAC 05/405#KZAB#2022-06-01"
"2021-12-22","!FDC 1/4310 PVD IAP RHODE ISLAND TF GREEN INTL,\nPROVIDENCE, RI.\nVOR/DME RWY 23, AMDT 6H...\nPROFILE NOTE: VGSI AND DESCENT ANGLES NOT COINCIDENT (VGSI ANGLE\n3.00/TCH 41).\n2112221325-2312221325EST\nCREATED: 22 Dec 2021 13:27:00 \nSOURCE: KDZZNAXX","KPVD",161,1,"2022-06-01",0,"USA","!FDC 1/4310","7342#!FDC 1/4310#KPVD#2022-06-01"
"2022-05-20","!OTM 05/010 OTM OBST TOWER LGT (ASN 2018-ACE-5284-OE) 411042N0921245W (11.4NM ENE OTM) 1126FT (315FT AGL) U/S 2205201258-2206190001\nCREATED: 20 May 2022 12:58:00 \nSOURCE: OTM","KOTM",12,0,"2022-06-01",0,"USA","!OTM 05/010","7248#!OTM 05/010#KOTM#2022-06-01"
"2022-05-22","!GCN 05/052 GCN OBST TOWER LGT (ASR 1279754) 355929.60N1120736.90W (2.5NM NNE GCN) 6859.9FT (128.0FT AGL) U/S 2205220521-2206060421\nCREATED: 22 May 2022 05:20:00 \nSOURCE: GCN","KGCN",10,0,"2022-06-01",0,"USA","!GCN 05/052","4770#!GCN 05/052#KGCN#2022-06-01"
"2022-03-17","M0410/22 NOTAMN \nQ) ZDC/QMXLT/IV/NBO/A/000/999/3817N07624W005 A) KNHK B) 2203171706 C) 2206091000\nE) TWY B CLSD FROM SOUTH 109 PAD TO TWY A.\nCREATED: 17 Mar 2022 17:05:00 \nSOURCE: KNHK","KNHK",76,0,"2022-06-01",0,"USA","M0410/22","6898#M0410/22#KNHK#2022-06-01"
"2022-05-31","!LAX 05/200 LAX OBST CRANE (ASN 2021-AWP-454-NRA) 335625N1182405W (0.4NM ESE LAX) 210FT (90FT AGL) FLAGGED AND LGTD DLY 1200-0001 2205311200-2206020001\nCREATED: 24 May 2022 16:38:00 \nSOURCE: KHHRYFYX","KLAX",1,0,"2022-06-01",0,"USA","!LAX 05/200","18979#!LAX 05/200#KLAX#2022-06-01"
"2022-06-01","!SUAC 06/099 ZMP AIRSPACE LINCOLN MOA ACT 8000FT UP TO BUT NOT INCLUDING FL180 2206012100-2206012300\nCREATED: 01 Jun 2022 15:30:00 \nSOURCE: KDCAYXYX","KZMP",0,0,"2022-06-01",0,"USA","!SUAC 06/099","34692#!SUAC 06/099#KZMP#2022-06-01"
"2020-10-23","!FDC 0/7381 ZAB NM..ROUTE ZAB.\nV264 TUCUMCARI (TCC) VORTAC, NM R-233 TO CORONA (CNX) VORTAC, NM\nR-051 MOCA 9200.\n2010231538-2210231538EST\nCREATED: 23 Oct 2020 15:38:00 \nSOURCE: KDZZNAXX","KZAB",586,0,"2022-06-01",1,"USA","!FDC 0/7381","28153#!FDC 0/7381#KZAB#2022-06-01"
"2022-04-06","!FDC 2/4353 ATL IAP HARTSFIELD - JACKSON ATLANTA INTL,\nATLANTA, GA.\nILS OR LOC RWY 10, AMDT 5A..., ILS RWY 10 (SA CAT I), AMDT 5A...,\nILS RWY 10 (CAT II), AMDT 5A..., ILS RWY 10 (CAT III), AMDT 5A ....\nDELETE NOTE: SIMULTANEOUS APPROACH AUTHORIZED WITH RWY 9L OR 8R OR\n8L OR 9L AND 8L. CHART NOTE: SIMULTANEOUS APPROACH AUTHORIZED WITH\nRWY 9L OR 8R OR 8L, OR RWYS 9L AND 8L. PROCEDURE NOT AUTHORIZED\nWHEN GLIDE SLOPE NOT AVAILABLE (ILS PROCEDURES ONLY).\nTHIS IS ILS OR LOC RWY 10, AMDT 5B..., ILS RWY 10 (SA CAT I), AMDT\n5B..., ILS RWY 10 (CAT II), AMDT 5B..., ILS RWY 10 (CAT III), AMDT\n5B. 2204061810-PERM\nCREATED: 06 Apr 2022 18:10:00 \nSOURCE: KDZZNAXX","KATL",56,0,"2022-06-01",0,"USA","!FDC 2/4353","2330#!FDC 2/4353#KATL#2022-06-01"
"2022-06-01","!LAX 05/211 LAX TWY P BTN TWY C AND TWY N2 CLSD DLY 0730-1330 2206010730-2206031330\nCREATED: 27 May 2022 16:29:00 \nSOURCE: LAX","KLAX",0,0,"2022-06-01",0,"USA","!LAX 05/211","18978#!LAX 05/211#KLAX#2022-06-01"
"2021-09-09","!FDC 1/4587 HFD IAP HARTFORD-BRAINARD, HARTFORD, CT.\nVOR-A, AMDT 10B...\nPROCEDURE NA.\n2109091315-2309091315EST\nCREATED: 09 Sep 2021 13:16:00 \nSOURCE: KDZZNAXX","KHFD",265,1,"2022-06-01",0,"USA","!FDC 1/4587","4839#!FDC 1/4587#KHFD#2022-06-01"
"2022-06-01","L0111/22 NOTAMN \nQ) ZLC/QXXXX/IV/NBO/A/000/999/4302N11552W005 A) KMUO B) 2206011500 C) 2206020030\nE) CAUTION: CRANE ERECTED IN THE INFIELD 1,190 FT WEST OF RWY 12/30\n CENTERLINE (BLDG. 13509 - TACAN). COORDINATES: 43�2'26\"N,\n 115�52'28\"W. MAX HEIGHT: 65 FT AGL. MEN AND EQUIPMENT CONDUCTING\n MAINTENANCE.\nCREATED: 31 May 2022 22:48:00 \nSOURCE: KMUO","KMUO",0,0,"2022-06-01",0,"USA","L0111/22","6040#L0111/22#KMUO#2022-06-01"
"2022-04-22","!FDC 2/2055 FRG SID REPUBLIC, Farmingdale, NY.\nREPUBLIC ONE DEPARTURE...\nNOTE: COATE DEPARTURES NA EXCEPT FOR AIRCRAFT EQUIPPED WITH\nSUITABLE RNAV SYSTEM WITH GPS,\nSAX VOR OUT OF SERVICE. 2204221859-2212021859EST\nCREATED: 22 Apr 2022 18:59:00 \nSOURCE: KDZZNAXX","KFRG",40,0,"2022-06-01",0,"USA","!FDC 2/2055","15028#!FDC 2/2055#KFRG#2022-06-01"
"2022-06-01","!SUAW 06/185 ZOA AIRSPACE HUNTER LOW B MOA ACT 2000FT AGL-10999FT 2206012200-2206012330\nCREATED: 01 Jun 2022 16:05:00 \nSOURCE: KDCAYXYX","KZOA",0,0,"2022-06-01",0,"USA","!SUAW 06/185","35591#!SUAW 06/185#KZOA#2022-06-01"
"2022-06-01","!FDC 2/1820 LAS SID HARRY REID INTL, LAS VEGAS, NV.\nRATPK THREE DEPARTURE (RNAV)...\nDEPARTURE PROCEDURE NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV\nSYSTEM WITH GPS,\nBLD TACAN OUT OF SERVICE. 2206011900-2206081612EST\nCREATED: 31 May 2022 16:13:00 \nSOURCE: KDZZNAXX","KLAS",0,0,"2022-06-01",0,"USA","!FDC 2/1820","5789#!FDC 2/1820#KLAS#2022-06-01"
"2022-05-10","!SPI 05/018 SPI TWY E BTN TWY G AND APCH END RWY 18 CLSD 2205102126-PERM\nCREATED: 10 May 2022 21:26:00 \nSOURCE: SPI","KSPI",22,0,"2022-06-01",0,"USA","!SPI 05/018","15576#!SPI 05/018#KSPI#2022-06-01"
"2022-05-27","!PNS 05/031 PNS OBST TOWER LGT (ASR 1031007) 303620.00N0872131.00W (11.8NM NW PNS) 648.6FT (498.7FT AGL) U/S 2205271832-2207111831\nCREATED: 27 May 2022 18:31:00 \nSOURCE: PNS","KPNS",5,0,"2022-06-01",0,"USA","!PNS 05/031","7642#!PNS 05/031#KPNS#2022-06-01"
"2022-02-26","!JAN 02/057 JAN TWY C6 CLSD 2202261405-2206300601\nCREATED: 26 Feb 2022 14:05:00 \nSOURCE: JAN","KJAN",95,1,"2022-06-01",0,"USA","!JAN 02/057","5540#!JAN 02/057#KJAN#2022-06-01"
"2022-06-01","!TRI 06/001 TRI OBST TOWER LGT (ASR 1043637) 362357.20N0823824.80W (12.2NM WSW TRI) 1983.9FT (280.8FT AGL) U/S 2206011610-2206160400\nCREATED: 01 Jun 2022 16:10:00 \nSOURCE: TRI","KTRI",0,0,"2022-06-01",0,"USA","!TRI 06/001","8775#!TRI 06/001#KTRI#2022-06-01"
"2022-05-28","!ALW 05/011 ALW APRON GA SOUTH HANGAR RAMP CLSD 2205281728-2206102300\nCREATED: 28 May 2022 17:27:00 \nSOURCE: ALW","KALW",4,0,"2022-06-01",0,"USA","!ALW 05/011","14630#!ALW 05/011#KALW#2022-06-01"
"2022-05-24","!APN 05/102 APN TWY C SIGNS SOUTHWEST SIDE BTN MAIN MIL RAMP AND APCH END RWY 07 LGT U/S 2205241350-2206302100\nCREATED: 24 May 2022 13:48:00 \nSOURCE: APN","KAPN",8,0,"2022-06-01",0,"USA","!APN 05/102","2462#!APN 05/102#KAPN#2022-06-01"
"2022-06-05","!FDC 2/2368 ZFW PART 1 OF 2 TX..AIRSPACE SAN ANGELO, TX..TEMPORARY\n FLIGHT\nRESTRICTIONS.  \n      JUNE 5-10, 2022 LOCAL.  PURSUANT TO 49 USC 40103(B)(3), THE \nFEDERAL AVIATION ADMINISTRATION (FAA) CLASSIFIES THE AIRSPACE \nDEFINED IN THIS NOTAM AS 'NTL DEFENSE AIRSPACE'. ANY PERSON WHO \nKNOWINGLY OR WILLFULLY VIOLATES THE RULES CONCERNING OPS IN THIS \nAIRSPACE MAY BE SUBJECT TO CERTAIN CRIMINAL PENALTIES UNDER 49 USC \n40103(B)(3).  PILOTS WHO DO NOT ADHERE TO THE FOLLOWING PROC MAY \nBE INTERCEPTED, DETAINED AND INTERVIEWED BY LAW \nENFORCEMENT/SECURITY PERSONNEL.   \nPURSUANT TO 14 CFR 99.7, SPECIAL SECURITY INSTRUCTIONS, ALL ACFT \nFLT OPS ARE PROHIBITED: WI AN AREA DEFINED AS 5NM RADIUS OF \n311647N1002234W (SJT135007.0) 3500FT MSL-FL180  \nEFFECTIVE 2206052000 UTC (1500 LOCAL 06/05/22) UNTIL 2206110400 UTC \n(2300 LOCAL 06/10/22).  \n\n\n\n EXCEPT AS SPECIFIED BELOW AND/OR UNLESS AUTHORIZED\nBY ATC:\n2206052000-2206110400\nEND PART 1 OF 2\nCREATED: 01 Jun 2022 13:19:00 \nSOURCE: KDZZNAXX","KZFW",-4,0,"2022-06-01",0,"USA","!FDC 2/2368","31327#!FDC 2/2368#KZFW#2022-06-01"
"2022-05-20","!SLN 05/006 SLN OBST TOWER LGT (ASR 1257749) 384638.40N0975140.30W (9.8NM W SLN) 1767.1FT (310.0FT AGL) U/S 2205200252-2208312359\nCREATED: 20 May 2022 02:52:00 \nSOURCE: KICTYFYX","KSLN",12,0,"2022-06-01",0,"USA","!SLN 05/006","8530#!SLN 05/006#KSLN#2022-06-01"
"2022-01-30","!RWI 01/016 RWI OBST TOWER LGT (ASR 1004419) 355406.00N0774649.00W (6.1NM ENE RWI) 634.8FT (500.0FT AGL) U/S 2201302120-2206302359\nCREATED: 30 Jan 2022 21:20:00 \nSOURCE: KRDUYFYX","KRWI",122,1,"2022-06-01",0,"USA","!RWI 01/016","7773#!RWI 01/016#KRWI#2022-06-01"
"2022-05-30","!DCA 05/594 DCA RWY 22 CLSD EXC TAX 2205302111-2207250400\nCREATED: 30 May 2022 21:10:00 \nSOURCE: DCA","KDCA",2,0,"2022-06-01",0,"USA","!DCA 05/594","14915#!DCA 05/594#KDCA#2022-06-01"
"2022-05-14","!TPA 05/076 TPA RWY 19L LAND AND HOLD SHORT OPS HLDG PSN MARKINGS OBSC 2205141048-2206302300\nCREATED: 14 May 2022 10:46:00 \nSOURCE: KPIEYFYX","KTPA",18,0,"2022-06-01",0,"USA","!TPA 05/076","15698#!TPA 05/076#KTPA#2022-06-01"
"2022-04-11","!MLI 04/012 MLI TWY C, C1, D, K1, K2, TWY H BTN TWY J AND RWY 13/31, TWY K BTN TWY K1 AND TWY K2 CLSD 2204111200-2211302300\nCREATED: 07 Apr 2022 18:42:00 \nSOURCE: MLI","KMLI",51,0,"2022-06-01",0,"USA","!MLI 04/012","6564#!MLI 04/012#KMLI#2022-06-01"
"2022-04-11","M0210/22 NOTAMR M0122/22\nQ) ZTL/QFAXX/IV/NBO/A/000/999/3354N08430W005 A) KMGE B) 2204111723 C) 2206202000\nE) USE CAUTION: CONSTRUCTION EQUIPMENT STAGING AREA LOCATED IN\n GRASSY AREA BETWEEN TWY G AND TWY A, NORTH OF RWY. STAGING AREA IS\n APRX 570 FT NORTH OF THE RUNWAY CENTERLINE, MAX EQUIPMENT HEIGHT\n APRX 30 FT.\nCREATED: 11 Apr 2022 17:23:00 \nSOURCE: KMGE","KMGE",51,0,"2022-06-01",0,"USA","M0210/22","15346#M0210/22#KMGE#2022-06-01"
